State,Date,Area Planted,Value_temp,Value_precipitation
arizona,1934,33000.0,61.73333333333333,0.8208333333333333
arizona,1935,35000.0,59.0,1.2
arizona,1936,36000.0,60.30833333333334,1.0733333333333333
arizona,1937,38000.0,59.125,0.9691666666666667
arizona,1938,39000.0,59.30833333333334,0.9674999999999999
arizona,1939,39000.0,59.64166666666667,0.9525
arizona,1940,36000.0,60.85,1.3308333333333333
arizona,1941,38000.0,58.166666666666664,1.6491666666666667
arizona,1942,34000.0,59.175000000000004,0.7366666666666667
arizona,1943,33000.0,60.48333333333333,0.9516666666666667
arizona,1944,34000.0,57.99166666666667,1.0041666666666667
arizona,1945,33000.0,58.51666666666667,0.875
arizona,1946,32000.0,59.30833333333334,1.0475
arizona,1947,32000.0,59.34166666666667,0.7366666666666667
arizona,1948,32000.0,58.55833333333334,0.8083333333333332
arizona,1949,33000.0,58.166666666666664,1.04
arizona,1950,34000.0,60.49166666666667,0.5833333333333334
arizona,1951,34000.0,58.85833333333333,1.2083333333333333
arizona,1952,36000.0,58.824999999999996,1.1891666666666667
arizona,1953,35000.0,59.25,0.68
arizona,1954,37000.0,60.88333333333333,0.9766666666666667
arizona,1955,51000.0,58.449999999999996,0.94
arizona,1956,46000.0,59.541666666666664,0.5033333333333333
arizona,1957,38000.0,59.541666666666664,1.2291666666666667
arizona,1958,35000.0,60.39166666666667,1.1383333333333334
arizona,1959,33000.0,60.199999999999996,1.0858333333333332
arizona,1960,32000.0,59.574999999999996,0.8216666666666668
arizona,1961,32000.0,59.25,0.9466666666666667
arizona,1962,33000.0,59.833333333333336,0.8391666666666667
arizona,1963,31000.0,59.791666666666664,0.9633333333333334
arizona,1964,33000.0,57.76666666666667,0.9275000000000001
arizona,1965,33000.0,58.475,1.4825
arizona,1966,31000.0,59.5,0.9341666666666666
arizona,1967,32000.0,59.0,1.1624999999999999
arizona,1968,29000.0,58.65,0.8575
arizona,1969,32000.0,59.699999999999996,1.0416666666666667
arizona,1970,31000.0,58.958333333333336,0.9216666666666667
arizona,1971,28000.0,58.21666666666667,0.9674999999999999
arizona,1972,26000.0,59.64166666666667,0.9975
arizona,1973,23000.0,58.39166666666667,0.9075000000000001
arizona,1974,21000.0,59.48333333333333,0.9158333333333334
arizona,1975,22000.0,57.89166666666667,0.8466666666666667
arizona,1976,42000.0,58.96666666666667,0.9683333333333333
arizona,1977,65000.0,60.208333333333336,0.8841666666666667
arizona,1978,70000.0,59.800000000000004,1.6775
arizona,1979,60000.0,58.81666666666666,1.0174999999999998
arizona,1980,50000.0,60.23333333333333,1.1316666666666666
arizona,1981,45000.0,61.324999999999996,1.0391666666666668
arizona,1982,30000.0,58.74166666666667,1.3766666666666667
arizona,1983,20000.0,59.199999999999996,1.5808333333333333
arizona,1984,23000.0,59.44166666666666,1.3233333333333335
arizona,1985,21000.0,59.550000000000004,1.1583333333333334
arizona,1986,25000.0,60.574999999999996,1.1558333333333333
arizona,1987,23000.0,59.31666666666666,1.1066666666666667
arizona,1988,19000.0,60.199999999999996,1.0533333333333335
arizona,1989,20000.0,61.225,0.6391666666666667
arizona,1990,15000.0,59.71666666666667,1.1733333333333333
arizona,1991,14000.0,59.25,1.0758333333333334
arizona,1992,16000.0,59.59166666666667,1.5125
arizona,1993,19000.0,59.800000000000004,1.3975
arizona,1994,28000.0,60.550000000000004,1.0374999999999999
arizona,1995,30000.0,61.00833333333333,0.9533333333333333
arizona,1996,55000.0,61.875,0.7283333333333334
arizona,1997,60000.0,60.525,1.0591666666666666
arizona,1998,50000.0,59.275,1.2033333333333334
arizona,1999,50000.0,60.78333333333333,0.8641666666666666
arizona,2000,56000.0,61.675000000000004,0.9275000000000001
arizona,2001,55000.0,61.199999999999996,0.8991666666666666
arizona,2002,60000.0,61.175000000000004,0.5808333333333333
arizona,2003,47000.0,61.9,0.8758333333333334
arizona,2004,53000.0,60.40833333333333,1.1266666666666667
arizona,2005,50000.0,61.13333333333333,1.0908333333333333
arizona,2006,50000.0,61.125,0.8133333333333334
arizona,2007,55000.0,61.59166666666667,0.9158333333333334
arizona,2008,50000.0,60.61666666666667,1.0258333333333334
arizona,2009,50000.0,61.083333333333336,0.5858333333333333
arizona,2010,45000.0,60.39166666666667,1.1591666666666667
arizona,2011,60000.0,60.333333333333336,0.8025000000000001
arizona,2012,70000.0,62.10833333333333,0.7966666666666667
arizona,2013,85000.0,60.449999999999996,1.0108333333333335
arizona,2014,75000.0,62.25,0.9225
arizona,2015,75000.0,61.75,1.1991666666666667
arizona,2016,95000.0,62.175000000000004,1.0233333333333332
arizona,2017,65000.0,63.03333333333333,0.7891666666666666
arizona,2018,80000.0,62.26666666666667,0.9725
arizona,2019,90000.0,60.25833333333333,1.2241666666666666
arizona,2020,75000.0,62.61666666666667,0.5466666666666666
arizona,2021,95000.0,62.14166666666667,1.0475
arizona,2022,,43.8,0.3
arizona,2023,,61.98277163711995,0.8939039480506102
arizona,2024,,62.015693585367984,0.8920752978475499
arizona,2025,,62.04835360662897,0.8902608187681499
arizona,2026,,62.08101608892457,0.888446202954749
arizona,2027,,62.113678548096594,0.8866315884260146
arizona,2028,,62.146341007485894,0.8848169738852092
arizona,2029,,62.179003466873155,0.883002359344517
arizona,2030,,62.211665926260444,0.8811877448038237
arizona,2031,,62.24432838564772,0.8793731302631304
arizona,2032,,43.83032956946043,0.99606701846306
arkansas,1926,2080000.0,60.26666666666667,4.060833333333334
arkansas,1927,1977000.0,62.01666666666667,5.379166666666666
arkansas,1928,1960000.0,60.11666666666667,4.1925
arkansas,1929,2015000.0,59.65833333333333,3.8508333333333336
arkansas,1930,2030000.0,60.78333333333333,3.8800000000000003
arkansas,1931,2067000.0,61.666666666666664,4.0441666666666665
arkansas,1932,2195000.0,61.15,4.286666666666666
arkansas,1933,2250000.0,62.31666666666666,4.1000000000000005
arkansas,1934,2608000.0,61.958333333333336,3.589166666666667
arkansas,1935,2435000.0,60.791666666666664,4.645833333333333
arkansas,1936,2375000.0,61.041666666666664,2.8958333333333335
arkansas,1937,2190000.0,60.0,4.603333333333333
arkansas,1938,2340000.0,62.625,4.081666666666666
arkansas,1939,2350000.0,61.975,4.1925
arkansas,1940,2174000.0,58.6,3.8058333333333336
arkansas,1941,2044000.0,61.24166666666667,3.830833333333333
arkansas,1942,1921000.0,60.35833333333333,4.050833333333333
arkansas,1943,1863000.0,61.06666666666666,2.8966666666666665
arkansas,1944,1695000.0,61.05833333333334,4.600833333333333
arkansas,1945,1424000.0,60.291666666666664,5.654166666666666
arkansas,1946,1509000.0,61.958333333333336,4.865833333333334
arkansas,1947,1388000.0,60.199999999999996,3.4375
arkansas,1948,1277000.0,59.916666666666664,4.199166666666667
arkansas,1949,1175000.0,60.875,4.7924999999999995
arkansas,1950,1422000.0,59.78333333333333,5.003333333333333
arkansas,1951,1052000.0,60.1,4.388333333333333
arkansas,1952,989000.0,60.99166666666667,3.5825
arkansas,1953,781000.0,61.80833333333334,3.714166666666667
arkansas,1954,862000.0,62.78333333333333,3.1491666666666664
arkansas,1955,672000.0,60.80833333333334,3.5391666666666666
arkansas,1956,685000.0,61.38333333333333,3.5033333333333334
arkansas,1957,533000.0,60.574999999999996,5.9816666666666665
arkansas,1958,454000.0,58.75833333333333,4.604166666666667
arkansas,1959,409000.0,60.0,4.009166666666666
arkansas,1960,326000.0,58.88333333333333,3.7908333333333335
arkansas,1961,254000.0,59.13333333333333,4.6425
arkansas,1962,226000.0,60.30833333333334,3.8158333333333334
arkansas,1963,194000.0,60.333333333333336,2.733333333333333
arkansas,1964,159000.0,60.666666666666664,3.825833333333333
arkansas,1965,110000.0,61.025,3.6625
arkansas,1966,92000.0,59.175000000000004,3.8333333333333335
arkansas,1967,76000.0,59.86666666666667,3.9725
arkansas,1968,59000.0,58.666666666666664,4.860833333333333
arkansas,1969,62000.0,59.51666666666667,3.8633333333333333
arkansas,1970,57000.0,59.71666666666667,4.130833333333333
arkansas,1971,48000.0,60.46666666666667,3.5583333333333336
arkansas,1972,38000.0,60.03333333333333,4.085833333333333
arkansas,1973,34000.0,60.574999999999996,5.834166666666667
arkansas,1974,36000.0,60.26666666666666,4.900833333333334
arkansas,1975,50000.0,59.875,4.455
arkansas,1976,55000.0,58.75,3.419166666666667
arkansas,1977,55000.0,60.76666666666667,3.8675
arkansas,1978,40000.0,58.9,4.105833333333334
arkansas,1979,50000.0,57.99166666666667,5.0216666666666665
arkansas,1980,60000.0,60.49166666666667,3.341666666666667
arkansas,1981,65000.0,60.225,3.5908333333333338
arkansas,1982,40000.0,59.96666666666667,4.816666666666666
arkansas,1983,40000.0,58.86666666666667,3.875833333333333
arkansas,1984,55000.0,60.050000000000004,5.098333333333334
arkansas,1985,80000.0,59.84166666666667,4.0775
arkansas,1986,90000.0,61.51666666666667,3.8658333333333332
arkansas,1987,70000.0,61.03333333333333,4.425
arkansas,1988,65000.0,59.75,3.8358333333333334
arkansas,1989,62000.0,58.96666666666667,4.279166666666667
arkansas,1990,80000.0,61.84166666666667,5.575833333333333
arkansas,1991,90000.0,61.300000000000004,5.126666666666666
arkansas,1992,105000.0,59.89166666666667,4.0216666666666665
arkansas,1993,100000.0,59.30833333333334,4.336666666666667
arkansas,1994,100000.0,60.39166666666667,4.5325
arkansas,1995,95000.0,60.475,3.5700000000000003
arkansas,1996,240000.0,59.56666666666666,4.3125
arkansas,1997,190000.0,59.65833333333333,4.3275
arkansas,1998,235000.0,63.1,4.0975
arkansas,1999,105000.0,62.15,3.65
arkansas,2000,180000.0,60.89166666666666,3.8083333333333336
arkansas,2001,190000.0,61.225,4.6175
arkansas,2002,265000.0,60.583333333333336,4.4025
arkansas,2003,365000.0,60.26666666666667,3.736666666666667
arkansas,2004,320000.0,61.025,4.751666666666667
arkansas,2005,240000.0,61.958333333333336,2.9791666666666665
arkansas,2006,190000.0,61.99166666666667,4.110833333333333
arkansas,2007,610000.0,61.80833333333333,3.891666666666667
arkansas,2008,440000.0,59.85833333333333,5.04
arkansas,2009,430000.0,59.925000000000004,6.016666666666667
arkansas,2010,390000.0,61.175000000000004,3.2325
arkansas,2011,560000.0,61.81666666666666,4.653333333333333
arkansas,2012,710000.0,63.60833333333333,3.3175000000000003
arkansas,2013,880000.0,59.64166666666667,4.5200000000000005
arkansas,2014,540000.0,58.666666666666664,3.9924999999999997
arkansas,2015,460000.0,61.4,5.609166666666667
arkansas,2016,760000.0,62.791666666666664,4.203333333333333
arkansas,2017,620000.0,62.541666666666664,4.1883333333333335
arkansas,2018,660000.0,61.166666666666664,5.359999999999999
arkansas,2019,770000.0,61.21666666666667,5.470833333333334
arkansas,2020,620000.0,61.15,5.318333333333333
arkansas,2021,850000.0,61.28333333333333,4.19
arkansas,2022,,38.6,3.4
arkansas,2023,,61.35864800655889,4.2578890094912
arkansas,2024,,61.37141185764813,4.2607052178943094
arkansas,2025,,61.38355183770884,4.260695829773487
arkansas,2026,,61.3956891991594,4.260527150579423
arkansas,2027,,61.4078265496187,4.2603495163114085
arkansas,2028,,61.41996390003186,4.260171378708324
arkansas,2029,,61.43210125044484,4.2599932128148765
arkansas,2030,,61.44423860085782,4.259815045331348
arkansas,2031,,61.45637595127081,4.259636877758449
arkansas,2032,,40.30309633995788,3.8144759302201914
california,1926,77000.0,58.791666666666664,2.013333333333333
california,1927,77000.0,56.875,2.08
california,1928,75000.0,57.675000000000004,1.4358333333333333
california,1929,82000.0,57.23333333333333,1.1116666666666666
california,1930,82000.0,56.94166666666666,1.3908333333333334
california,1931,86000.0,58.28333333333333,1.9141666666666666
california,1932,93000.0,56.93333333333334,1.2325000000000002
california,1933,78000.0,56.71666666666667,1.5583333333333333
california,1934,70000.0,59.708333333333336,1.4525
california,1935,74000.0,56.84166666666667,1.7633333333333334
california,1936,74000.0,58.61666666666667,1.9958333333333333
california,1937,78000.0,57.15833333333333,2.316666666666667
california,1938,78000.0,57.25,2.3891666666666667
california,1939,77000.0,58.31666666666666,1.2775
california,1940,75000.0,58.833333333333336,2.7225
california,1941,82000.0,57.05833333333334,2.905
california,1942,78000.0,57.050000000000004,1.8724999999999998
california,1943,74000.0,57.833333333333336,1.8983333333333334
california,1944,71000.0,56.225,1.8583333333333334
california,1945,64000.0,57.09166666666667,2.1983333333333333
california,1946,67000.0,56.71666666666667,1.3766666666666667
california,1947,62000.0,57.550000000000004,1.0975
california,1948,65000.0,55.65,1.6849999999999998
california,1949,63000.0,56.21666666666667,1.2683333333333333
california,1950,81000.0,58.125,2.1616666666666666
california,1951,69000.0,57.225,1.9658333333333333
california,1952,78000.0,56.75833333333333,2.330833333333333
california,1953,76000.0,57.175000000000004,1.4324999999999999
california,1954,151000.0,57.574999999999996,1.9166666666666667
california,1955,264000.0,56.208333333333336,1.9758333333333333
california,1956,256000.0,56.96666666666667,1.4875
california,1957,302000.0,57.09166666666667,2.0458333333333334
california,1958,251000.0,58.89166666666667,2.3133333333333335
california,1959,264000.0,58.949999999999996,1.2675
california,1960,211000.0,58.050000000000004,1.8141666666666667
california,1961,165000.0,57.80833333333334,1.3775000000000002
california,1962,157000.0,57.375,1.8416666666666668
california,1963,173000.0,57.083333333333336,2.0616666666666665
california,1964,197000.0,56.56666666666666,1.8558333333333337
california,1965,227000.0,56.699999999999996,1.8316666666666668
california,1966,279000.0,58.00833333333333,1.5599999999999998
california,1967,326000.0,57.49166666666667,1.9791666666666667
california,1968,280000.0,57.59166666666667,1.6975
california,1969,286000.0,57.49166666666667,2.5500000000000003
california,1970,312000.0,57.81666666666666,2.3175
california,1971,379000.0,56.208333333333336,1.5199999999999998
california,1972,356000.0,57.25833333333333,1.4341666666666668
california,1973,410000.0,57.300000000000004,2.410833333333333
california,1974,398000.0,57.63333333333333,1.7791666666666668
california,1975,418000.0,56.26666666666667,1.745
california,1976,480000.0,57.475,0.9791666666666666
california,1977,430000.0,57.975,1.4608333333333334
california,1978,420000.0,57.60833333333333,2.405
california,1979,430000.0,57.666666666666664,2.0524999999999998
california,1980,450000.0,58.074999999999996,2.0100000000000002
california,1981,470000.0,59.300000000000004,2.186666666666667
california,1982,550000.0,56.34166666666667,2.6658333333333335
california,1983,440000.0,57.550000000000004,3.5383333333333336
california,1984,570000.0,58.21666666666667,1.5266666666666666
california,1985,550000.0,57.324999999999996,1.2249999999999999
california,1986,500000.0,58.875,2.0208333333333335
california,1987,423000.0,58.275,1.6416666666666666
california,1988,375000.0,58.75,1.425
california,1989,380000.0,58.10833333333333,1.2458333333333333
california,1990,375000.0,57.96666666666667,1.1658333333333333
california,1991,330000.0,58.13333333333333,1.6491666666666667
california,1992,375000.0,59.26666666666667,1.9358333333333333
california,1993,400000.0,57.65833333333333,2.225
california,1994,420000.0,58.00833333333333,1.4616666666666667
california,1995,435000.0,58.93333333333334,2.9333333333333336
california,1996,500000.0,59.55833333333334,2.7091666666666665
california,1997,585000.0,59.11666666666667,1.7166666666666668
california,1998,600000.0,56.708333333333336,3.0341666666666662
california,1999,525000.0,57.958333333333336,1.4691666666666665
california,2000,540000.0,58.800000000000004,1.7858333333333334
california,2001,480000.0,59.11666666666667,1.9183333333333332
california,2002,545000.0,58.85,1.5566666666666666
california,2003,530000.0,59.425000000000004,1.8025
california,2004,540000.0,58.85833333333333,1.8133333333333332
california,2005,560000.0,58.6,2.5083333333333333
california,2006,520000.0,58.64166666666667,1.9675
california,2007,650000.0,58.925000000000004,1.1525
california,2008,670000.0,58.916666666666664,1.4875
california,2009,550000.0,58.833333333333336,1.4208333333333334
california,2010,610000.0,57.725,2.598333333333333
california,2011,630000.0,57.43333333333334,1.5658333333333332
california,2012,640000.0,59.50833333333333,1.9541666666666666
california,2013,600000.0,59.31666666666666,0.6608333333333333
california,2014,520000.0,61.449999999999996,1.6583333333333332
california,2015,440000.0,60.75833333333333,1.2533333333333334
california,2016,420000.0,60.13333333333333,2.1441666666666666
california,2017,430000.0,60.34166666666667,2.3475
california,2018,430000.0,60.125,1.5075
california,2019,480000.0,58.40833333333333,2.4266666666666667
california,2020,440000.0,60.51666666666667,1.0058333333333334
california,2021,400000.0,60.35,1.5783333333333331
california,2022,,46.6,0.45
california,2023,,60.08054347646856,1.625900017266079
california,2024,,60.120754983576774,1.6223221193149782
california,2025,,60.15840386887106,1.6189722355899512
california,2026,,60.196107974048125,1.6156174385670894
california,2027,,60.23381088933621,1.6122627474169429
california,2028,,60.271513830264276,1.608908053985429
california,2029,,60.30921677063983,1.6055533606030767
california,2030,,60.346919711027276,1.6021986672196655
california,2031,,60.384622651414475,1.598843973836276
california,2032,,45.77808304445164,3.860611317280327
colorado,1924,1858000.0,42.675000000000004,1.2691666666666668
colorado,1925,1600000.0,44.64166666666667,1.4408333333333332
colorado,1926,1727000.0,44.666666666666664,1.4683333333333335
colorado,1927,1504000.0,44.525,1.7733333333333334
colorado,1928,1603000.0,43.93333333333333,1.5191666666666668
colorado,1929,1614000.0,42.541666666666664,1.5516666666666667
colorado,1930,1501000.0,43.625,1.5199999999999998
colorado,1931,1935000.0,44.958333333333336,1.2791666666666666
colorado,1932,2580000.0,43.675000000000004,1.3308333333333333
colorado,1933,2028000.0,45.425000000000004,1.4141666666666666
colorado,1934,1625000.0,47.975,1.0483333333333333
colorado,1935,1508000.0,45.166666666666664,1.46
colorado,1936,1568000.0,45.44166666666666,1.4316666666666666
colorado,1937,1365000.0,44.208333333333336,1.3525
colorado,1938,1194000.0,45.09166666666667,1.7641666666666669
colorado,1939,1039000.0,45.46666666666667,1.0325
colorado,1940,1018000.0,45.449999999999996,1.5525
colorado,1941,1008000.0,44.60833333333333,2.1266666666666665
colorado,1942,1028000.0,43.9,1.7033333333333334
colorado,1943,956000.0,45.725,1.3525
colorado,1944,937000.0,43.90833333333333,1.5575
colorado,1945,750000.0,44.21666666666667,1.5666666666666667
colorado,1946,600000.0,45.574999999999996,1.5441666666666667
colorado,1947,546000.0,44.5,1.7008333333333334
colorado,1948,541000.0,43.76666666666667,1.53
colorado,1949,649000.0,44.175000000000004,1.6108333333333331
colorado,1950,597000.0,45.208333333333336,1.2
colorado,1951,591000.0,43.46666666666667,1.5891666666666666
colorado,1952,485000.0,44.25,1.3141666666666667
colorado,1953,422000.0,45.63333333333333,1.3733333333333333
colorado,1954,498000.0,47.35,1.1641666666666668
colorado,1955,528000.0,44.15833333333333,1.2775
colorado,1956,438000.0,45.083333333333336,1.1375
colorado,1957,548000.0,44.11666666666667,2.1175
colorado,1958,543000.0,45.5,1.3891666666666664
colorado,1959,516000.0,44.75833333333333,1.4983333333333333
colorado,1960,470000.0,44.208333333333336,1.3325
colorado,1961,400000.0,43.85833333333333,1.6341666666666665
colorado,1962,412000.0,45.050000000000004,1.265
colorado,1963,391000.0,46.18333333333334,1.2758333333333334
colorado,1964,391000.0,43.59166666666667,1.29
colorado,1965,414000.0,44.175000000000004,1.9191666666666667
colorado,1966,451000.0,44.61666666666667,1.2033333333333334
colorado,1967,510000.0,44.76666666666667,1.5633333333333335
colorado,1968,519000.0,43.63333333333333,1.2833333333333334
colorado,1969,600000.0,44.68333333333334,1.8275
colorado,1970,661000.0,44.300000000000004,1.4349999999999998
colorado,1971,755000.0,44.06666666666666,1.4108333333333334
colorado,1972,740000.0,44.599999999999994,1.4483333333333333
colorado,1973,795000.0,43.375,1.5458333333333334
colorado,1974,795000.0,44.416666666666664,1.2175
colorado,1975,810000.0,43.50833333333333,1.3783333333333332
colorado,1976,895000.0,44.699999999999996,1.2133333333333334
colorado,1977,970000.0,46.28333333333333,1.3191666666666666
colorado,1978,1015000.0,44.53333333333333,1.4883333333333333
colorado,1979,1015000.0,43.49166666666667,1.6083333333333334
colorado,1980,970000.0,45.6,1.4841666666666666
colorado,1981,960000.0,47.06666666666666,1.5658333333333332
colorado,1982,980000.0,44.09166666666667,1.6533333333333333
colorado,1983,780000.0,44.40833333333333,1.8266666666666664
colorado,1984,840000.0,43.68333333333334,1.7125000000000001
colorado,1985,875000.0,44.125,1.7091666666666665
colorado,1986,820000.0,46.30833333333334,1.6525
colorado,1987,800000.0,45.25,1.5683333333333334
colorado,1988,910000.0,45.1,1.3949999999999998
colorado,1989,1050000.0,45.375,1.2283333333333333
colorado,1990,950000.0,45.6,1.6583333333333332
colorado,1991,995000.0,45.041666666666664,1.5541666666666665
colorado,1992,990000.0,45.26666666666667,1.5441666666666667
colorado,1993,1005000.0,43.833333333333336,1.6583333333333332
colorado,1994,950000.0,46.51666666666667,1.4275
colorado,1995,950000.0,45.666666666666664,1.8158333333333332
colorado,1996,1000000.0,45.775,1.6541666666666666
colorado,1997,1090000.0,44.84166666666667,1.8533333333333335
colorado,1998,1180000.0,46.25,1.5641666666666667
colorado,1999,1230000.0,46.64166666666667,1.6691666666666667
colorado,2000,1350000.0,47.0,1.4091666666666667
colorado,2001,1220000.0,46.85,1.4008333333333332
colorado,2002,1200000.0,46.083333333333336,0.9874999999999999
colorado,2003,1080000.0,47.025000000000006,1.37
colorado,2004,1200000.0,45.84166666666667,1.5775
colorado,2005,1100000.0,46.76666666666667,1.5791666666666666
colorado,2006,1000000.0,46.50833333333333,1.5558333333333334
colorado,2007,1200000.0,46.175000000000004,1.5591666666666668
colorado,2008,1250000.0,44.94166666666666,1.455
colorado,2009,1100000.0,45.18333333333334,1.5658333333333332
colorado,2010,1330000.0,46.15,1.5158333333333334
