"PlayerID";"OrderID";"OrderDate";"Price"
9844;535;2019-11-01;122,04
9893;433;2019-11-01;252,52
10034;69;2019-11-01;6,09
10170;939;2019-11-01;72,55
10281;273;2019-11-01;77,27
10314;209;2019-11-01;87,12
10409;434;2019-11-01;42,85
10409;435;2019-11-01;83,3
10488;305;2019-11-01;51,51
10661;847;2019-11-01;51,34
10669;934;2019-11-01;137,14
10704;26;2019-11-01;75,37
10724;596;2019-11-01;202,97
10803;883;2019-11-01;110,12
10803;884;2019-11-01;76,54
10823;1006;2019-11-01;175,34
10844;306;2019-11-01;176,61
10844;307;2019-11-01;68,29
10871;1003;2019-11-01;130,99
10962;207;2019-11-01;99,31
10963;347;2019-11-01;158,04
10964;351;2019-11-01;77,53
10964;352;2019-11-01;53,83
10964;353;2019-11-01;53,27
10964;354;2019-11-01;141,59
11045;657;2019-11-01;40,06
11051;816;2019-11-01;57,28
11171;797;2019-11-01;52,34
11208;16;2019-11-01;72,19
11208;17;2019-11-01;50,26
11355;785;2019-11-01;8,67
11397;510;2019-11-01;46,76
11416;849;2019-11-01;65,62
11641;1001;2019-11-01;103,31
11740;62;2019-11-01;61,18
11740;63;2019-11-01;29,26
11754;930;2019-11-01;71,79
11791;575;2019-11-01;67,62
11791;576;2019-11-01;53,54
11799;869;2019-11-01;33,43
12054;42;2019-11-01;69,26
12112;543;2019-11-01;93,87
12121;734;2019-11-01;63,58
12159;408;2019-11-01;39,59
12161;439;2019-11-01;12,3
12205;416;2019-11-01;62,52
12265;374;2019-11-01;12,23
12265;375;2019-11-01;53,25
12303;5;2019-11-01;26,51
12339;820;2019-11-01;43,37
12340;839;2019-11-01;31,05
12434;7;2019-11-01;84,72
12452;729;2019-11-01;31,02
12452;730;2019-11-01;92,48
12619;1052;2019-11-01;132,26
12818;484;2019-11-01;34,56
12827;606;2019-11-01;68,4
12855;891;2019-11-01;51,3
12889;1028;2019-11-01;27,88
12976;1042;2019-11-01;49,08
13001;686;2019-11-01;17,51
13062;578;2019-11-01;8,1
13138;694;2019-11-01;27,89
13139;731;2019-11-01;24,6
13172;1070;2019-11-01;37,12
13186;76;2019-11-01;92,07
13192;222;2019-11-01;3,42
13285;632;2019-11-01;22,9
13431;1090;2019-11-01;50,1
13531;783;2019-11-01;14,01
13579;410;2019-11-01;86,54
13775;268;2019-11-01;115,37
13882;528;2019-11-01;131,9
13882;529;2019-11-01;125,98
13882;530;2019-11-01;37,27
14148;132;2019-11-01;7,1
14149;157;2019-11-01;58,18
14149;158;2019-11-01;22,09
14160;447;2019-11-01;48,41
14170;715;2019-11-01;100,87
14279;1076;2019-11-01;34,35
14323;811;2019-11-01;70,86
14323;812;2019-11-01;62,69
14395;842;2019-11-01;45,57
14489;396;2019-11-01;73,51
14489;397;2019-11-01;128,05
14709;180;2019-11-01;125,55
14782;371;2019-11-01;10,68
14782;372;2019-11-01;88,43
14881;762;2019-11-01;24,56
14993;252;2019-11-01;32,72
14993;253;2019-11-01;95,99
14998;325;2019-11-01;53,81
15278;492;2019-11-01;27,3
15406;235;2019-11-01;15,31
15548;1030;2019-11-01;88,58
15584;674;2019-11-01;22,09
15587;813;2019-11-01;53,95
15594;925;2019-11-01;14,58
15612;1049;2019-11-01;58,33
15647;756;2019-11-01;99,64
15647;757;2019-11-01;46,86
15714;695;2019-11-01;77,4
15769;482;2019-11-01;24,97
15819;234;2019-11-01;95,21
15880;84;2019-11-01;73,03
15884;377;2019-11-01;25,78
15979;137;2019-11-01;14,69
16006;879;2019-11-01;24,1
16046;828;2019-11-01;79,42
16046;829;2019-11-01;67,54
16046;830;2019-11-01;19,21
16046;831;2019-11-01;59,05
16046;832;2019-11-01;56,15
16046;833;2019-11-01;55,24
16046;834;2019-11-01;49,74
16046;835;2019-11-01;58,5
16155;916;2019-11-01;116,77
16155;917;2019-11-01;145,92
16235;282;2019-11-01;35,15
16252;928;2019-11-01;22,92
16316;188;2019-11-01;42,81
16414;1002;2019-11-01;36,97
16543;673;2019-11-01;86,74
16581;432;2019-11-01;209,54
16615;144;2019-11-01;68,44
16656;1056;2019-11-01;129,54
16705;1057;2019-11-01;133,98
16730;477;2019-11-01;40,7
16739;815;2019-11-01;84,58
16760;259;2019-11-01;21,67
16828;898;2019-11-01;56,02
17110;33;2019-11-01;51,57
17131;855;2019-11-01;54,11
17258;1037;2019-11-01;43,37
17258;1038;2019-11-01;40,19
17306;998;2019-11-01;138,85
17327;288;2019-11-01;61,28
17332;491;2019-11-01;108,46
17405;933;2019-11-01;25,79
17503;118;2019-11-01;62,22
17622;901;2019-11-01;14,83
17653;50;2019-11-01;126,8
17713;31;2019-11-01;23,6
17805;932;2019-11-01;49,53
17836;1083;2019-11-01;72,74
17836;1084;2019-11-01;52,88
17908;196;2019-11-01;4,58
17912;257;2019-11-01;92,4
17916;263;2019-11-01;101,85
18177;911;2019-11-01;29,38
18228;640;2019-11-01;53,21
18263;440;2019-11-01;20,55
18500;743;2019-11-01;21,03
18564;68;2019-11-01;102,79
18629;991;2019-11-01;35,53
18655;260;2019-11-01;10,34
18655;261;2019-11-01;44,03
18655;262;2019-11-01;94,77
18735;649;2019-11-01;62,88
18808;523;2019-11-01;124,44
18808;524;2019-11-01;72,59
18808;525;2019-11-01;108,77
18808;526;2019-11-01;86,14
18808;527;2019-11-01;122,01
18969;841;2019-11-01;32,57
19069;500;2019-11-01;32,43
19123;460;2019-11-01;12,33
19123;461;2019-11-01;51,19
19184;791;2019-11-01;52,94
19293;221;2019-11-01;44,55
19408;3;2019-11-01;65,59
19512;808;2019-11-01;27,51
19512;809;2019-11-01;54,25
19653;230;2019-11-01;37,77
19662;744;2019-11-01;6,73
19707;962;2019-11-01;82,2
19729;420;2019-11-01;15,23
19821;166;2019-11-01;52,84
19851;980;2019-11-01;83,74
19857;1011;2019-11-01;35,2
20044;167;2019-11-01;32,78
20044;168;2019-11-01;50,69
20044;169;2019-11-01;72,9
20089;906;2019-11-01;70,44
20187;394;2019-11-01;79,08
20225;427;2019-11-01;22,85
20225;428;2019-11-01;119,19
20256;184;2019-11-01;23,59
20262;414;2019-11-01;11,12
20286;201;2019-11-01;134,1
20298;689;2019-11-01;44,34
20298;690;2019-11-01;68,71
20298;691;2019-11-01;72,39
20311;1035;2019-11-01;119,36
20548;1047;2019-11-01;84,98
20553;102;2019-11-01;110,04
20553;103;2019-11-01;81,41
20553;104;2019-11-01;10,73
20633;662;2019-11-01;22,56
20702;399;2019-11-01;77,91
20702;400;2019-11-01;62,98
20703;409;2019-11-01;235,2
20704;413;2019-11-01;151,51
20707;573;2019-11-01;74,87
20749;155;2019-11-01;35,43
20856;755;2019-11-01;78
21119;216;2019-11-01;79,86
21124;486;2019-11-01;79,57
21124;487;2019-11-01;27,52
21154;403;2019-11-01;64,42
21204;706;2019-11-01;21,96
21210;862;2019-11-01;64,06
21380;59;2019-11-01;42,08
21601;395;2019-11-01;58,71
21646;894;2019-11-01;75,64
21652;978;2019-11-01;3,66
21806;240;2019-11-01;9,83
21857;995;2019-11-01;57,98
21871;379;2019-11-01;37,1
21991;817;2019-11-01;22,87
22141;949;2019-11-01;73,93
22185;909;2019-11-01;25,61
22209;331;2019-11-01;8,95
22394;300;2019-11-01;147
22483;945;2019-11-01;113,75
22522;1032;2019-11-01;142,3
22542;634;2019-11-01;44,41
22593;1048;2019-11-01;73,44
22623;899;2019-11-01;53,77
22623;900;2019-11-01;7,52
22818;49;2019-11-01;20,84
22823;225;2019-11-01;66,48
22870;239;2019-11-01;19,45
22924;974;2019-11-01;31,32
22997;356;2019-11-01;62,85
23024;977;2019-11-01;48,67
23045;2;2019-11-01;134,42
23066;626;2019-11-01;7,89
23471;418;2019-11-01;121,15
23471;419;2019-11-01;12,43
23478;570;2019-11-01;115,78
23561;342;2019-11-01;5,6
23561;343;2019-11-01;3,43
23561;344;2019-11-01;116,44
24005;382;2019-11-01;78,27
24005;383;2019-11-01;41,81
24005;384;2019-11-01;36,93
24009;552;2019-11-01;45,33
24072;564;2019-11-01;85,99
24072;565;2019-11-01;85,87
24249;622;2019-11-01;80,92
24363;968;2019-11-01;56,85
24363;969;2019-11-01;28,21
24363;970;2019-11-01;71,88
24363;971;2019-11-01;24,5
24523;495;2019-11-01;63,48
24554;844;2019-11-01;73,87
24585;276;2019-11-01;99,26
24864;165;2019-11-01;75,84
24934;1;2019-11-01;45,04
24937;355;2019-11-01;5,75
25070;580;2019-11-01;26,93
25098;78;2019-11-01;139,64
25183;827;2019-11-01;26,49
25623;1036;2019-11-01;93,06
25770;311;2019-11-01;31,77
25786;972;2019-11-01;10,22
25805;255;2019-11-01;86,1
25806;387;2019-11-01;36,49
25863;442;2019-11-01;25,33
25863;443;2019-11-01;29,69
25909;851;2019-11-01;19,02
25992;366;2019-11-01;75,4
26071;1060;2019-11-01;78,22
26201;46;2019-11-01;5,6
26205;187;2019-11-01;54,88
26333;458;2019-11-01;69,05
26421;147;2019-11-01;38,5
26421;148;2019-11-01;25,71
26522;105;2019-11-01;26,9
26522;106;2019-11-01;91,87
26649;616;2019-11-01;89,66
26649;617;2019-11-01;109,91
26649;618;2019-11-01;48,95
26649;619;2019-11-01;76,84
26649;620;2019-11-01;91,2
26789;602;2019-11-01;244,38
26818;989;2019-11-01;41,73
26818;990;2019-11-01;6,65
26948;1026;2019-11-01;104,77
26991;907;2019-11-01;35,36
27064;896;2019-11-01;68,78
27144;498;2019-11-01;16,14
27279;450;2019-11-01;87,69
27337;496;2019-11-01;54,71
27390;722;2019-11-01;62,48
27425;693;2019-11-01;81,94
27428;846;2019-11-01;62,37
27550;223;2019-11-01;81,91
27567;920;2019-11-01;24,45
27600;488;2019-11-01;68,83
27889;659;2019-11-01;162,5
27889;660;2019-11-01;111,7
27889;661;2019-11-01;64,21
28207;959;2019-11-01;90,01
28302;43;2019-11-01;20,98
28374;183;2019-11-01;150,19
28444;272;2019-11-01;34,92
28445;350;2019-11-01;51,54
28768;858;2019-11-01;95,32
28768;859;2019-11-01;38,02
28791;258;2019-11-01;72,05
28888;265;2019-11-01;90,05
28941;874;2019-11-01;42,71
28941;875;2019-11-01;67,8
29023;45;2019-11-01;83,24
29114;541;2019-11-01;142,28
29283;704;2019-11-01;46,26
29312;145;2019-11-01;51,36
29385;27;2019-11-01;17,87
29386;55;2019-11-01;56,64
29464;20;2019-11-01;151,63
29544;853;2019-11-01;47,94
29575;224;2019-11-01;11,69
29653;663;2019-11-01;53,14
29653;664;2019-11-01;55,87
29654;701;2019-11-01;28,56
29668;1089;2019-11-01;28,67
29714;589;2019-11-01;111,22
29794;245;2019-11-01;45,91
29806;700;2019-11-01;7,96
29914;244;2019-11-01;81,14
29919;512;2019-11-01;80,44
29935;1101;2019-11-01;23,79
29943;417;2019-11-01;49,89
30020;738;2019-11-01;76,58
30070;441;2019-11-01;41,57
30120;1079;2019-11-01;64,74
30120;1080;2019-11-01;62,75
30203;759;2019-11-01;55,98
30446;138;2019-11-01;18,03
30554;6;2019-11-01;69,81
30628;680;2019-11-01;54,7
30701;389;2019-11-01;68,64
30779;324;2019-11-01;89,59
31086;752;2019-11-01;8,57
31086;753;2019-11-01;4,54
31139;101;2019-11-01;41,26
31240;585;2019-11-01;70,73
31272;707;2019-11-01;14,32
31312;745;2019-11-01;111,79
31376;723;2019-11-01;18,64
31376;724;2019-11-01;61,51
31376;725;2019-11-01;23,49
31376;726;2019-11-01;20,91
31397;407;2019-11-01;12,49
31405;703;2019-11-01;44,26
31443;123;2019-11-01;28,8
31450;574;2019-11-01;26,02
31503;798;2019-11-01;46,33
31503;799;2019-11-01;124,88
31503;800;2019-11-01;70,9
31503;801;2019-11-01;74,82
31503;802;2019-11-01;77
31503;803;2019-11-01;35,73
31503;804;2019-11-01;33,27
31683;953;2019-11-01;70,46
31683;954;2019-11-01;6,63
31822;121;2019-11-01;47,89
31838;310;2019-11-01;53,34
31867;129;2019-11-01;12,8
31867;130;2019-11-01;61,79
31869;485;2019-11-01;6,41
31996;478;2019-11-01;33,86
31996;479;2019-11-01;50,02
31996;480;2019-11-01;68,37
31996;481;2019-11-01;25,84
32158;254;2019-11-01;42,44
32200;550;2019-11-01;53,86
32316;866;2019-11-01;54,53
32383;294;2019-11-01;49,19
32611;202;2019-11-01;60,85
32671;54;2019-11-01;63,26
32705;411;2019-11-01;3,06
32771;537;2019-11-01;68,2
32771;538;2019-11-01;68,61
32824;92;2019-11-01;9,02
32915;388;2019-11-01;114,01
33106;856;2019-11-01;9,53
33164;386;2019-11-01;68,74
33194;1068;2019-11-01;52,1
33282;459;2019-11-01;77,53
33325;392;2019-11-01;275,11
33469;955;2019-11-01;27,8
33485;583;2019-11-01;124,89
33485;584;2019-11-01;121,63
33707;191;2019-11-01;138,89
33905;994;2019-11-01;26,65
33980;814;2019-11-01;55,28
34040;228;2019-11-01;58,6
34040;229;2019-11-01;32,16
34095;1073;2019-11-01;67,65
34100;131;2019-11-01;42,1
34101;241;2019-11-01;27,43
34101;242;2019-11-01;64,82
34101;243;2019-11-01;49
34114;302;2019-11-01;49,82
34124;1010;2019-11-01;14,64
34137;736;2019-11-01;296,82
34216;789;2019-11-01;61,89
34236;913;2019-11-01;93,84
34337;915;2019-11-01;50,26
34406;4;2019-11-01;83,45
34429;546;2019-11-01;39,58
34429;547;2019-11-01;38,94
34556;1061;2019-11-01;40,73
34556;1062;2019-11-01;38,3
34556;1063;2019-11-01;83,72
34599;560;2019-11-01;94,27
34693;453;2019-11-01;25,44
34697;779;2019-11-01;74,85
34732;897;2019-11-01;14,66
34748;89;2019-11-01;66,03
34765;914;2019-11-01;23,48
34809;887;2019-11-01;102,98
34809;888;2019-11-01;62,56
34809;889;2019-11-01;95,09
34959;246;2019-11-01;65,95
34959;247;2019-11-01;110,62
34959;248;2019-11-01;33,36
35071;561;2019-11-01;126,69
35140;666;2019-11-01;97,09
35183;77;2019-11-01;79,06
35334;781;2019-11-01;57,73
35334;782;2019-11-01;31,1
35345;52;2019-11-01;140,34
35351;444;2019-11-01;51,93
35401;667;2019-11-01;169,03
35468;1093;2019-11-01;79,66
35749;682;2019-11-01;76,46
35934;508;2019-11-01;53,83
35934;509;2019-11-01;32,29
36089;788;2019-11-01;281,33
36138;793;2019-11-01;25,72
36335;249;2019-11-01;35,22
36415;976;2019-11-01;52,68
36469;607;2019-11-01;55,81
36485;1044;2019-11-01;20,69
36500;631;2019-11-01;29,61
36550;868;2019-11-01;10,18
36598;82;2019-11-01;22,18
36598;83;2019-11-01;59,52
36714;1031;2019-11-01;25,78
36814;107;2019-11-01;64,79
36875;339;2019-11-01;32,94
36875;340;2019-11-01;26,02
36875;341;2019-11-01;94,02
37021;48;2019-11-01;74,27
37122;947;2019-11-01;109,46
37130;170;2019-11-01;17,05
37253;1024;2019-11-01;60,21
37470;647;2019-11-01;22,29
37537;922;2019-11-01;64,29
37546;1009;2019-11-01;73,06
37554;250;2019-11-01;19,25
37584;297;2019-11-01;158,02
37605;1069;2019-11-01;36,55
37621;986;2019-11-01;57,98
37633;867;2019-11-01;29,61
37735;367;2019-11-01;184,7
37781;231;2019-11-01;87,07
37781;232;2019-11-01;40,9
37782;266;2019-11-01;11,21
37788;696;2019-11-01;19,96
37903;171;2019-11-01;121,28
37903;172;2019-11-01;17,67
37960;323;2019-11-01;31,73
38109;517;2019-11-01;33,24
38115;886;2019-11-01;120,55
38383;650;2019-11-01;149,41
38383;651;2019-11-01;65,47
38384;676;2019-11-01;48,22
38384;677;2019-11-01;41,92
38384;678;2019-11-01;66,64
38402;805;2019-11-01;36,56
38402;806;2019-11-01;25,15
38402;807;2019-11-01;44,83
38430;1098;2019-11-01;74,45
38464;93;2019-11-01;54,89
38500;572;2019-11-01;140,52
38537;965;2019-11-01;31,98
38537;966;2019-11-01;18,91
38537;967;2019-11-01;59,98
38661;349;2019-11-01;169,01
38725;672;2019-11-01;52,71
38753;542;2019-11-01;67,22
38771;117;2019-11-01;138,95
39018;376;2019-11-01;107,97
39028;895;2019-11-01;105,59
39075;390;2019-11-01;59,62
39149;292;2019-11-01;30,27
39183;286;2019-11-01;77,72
39285;861;2019-11-01;64,14
39311;119;2019-11-01;17,31
39313;299;2019-11-01;73,31
39320;742;2019-11-01;42,09
39417;402;2019-11-01;53,16
39443;532;2019-11-01;30,51
39447;697;2019-11-01;53,36
39484;1012;2019-11-01;91,1
39514;648;2019-11-01;31,99
39563;885;2019-11-01;107,14
39749;639;2019-11-01;67,6
39767;728;2019-11-01;26,24
39884;553;2019-11-01;15,87
39951;708;2019-11-01;96,93
39961;32;2019-11-01;66,42
40276;219;2019-11-01;41,41
40287;233;2019-11-01;20,1
40328;309;2019-11-01;258,76
40362;610;2019-11-01;50,92
40407;587;2019-11-01;23,56
40407;588;2019-11-01;63,51
40625;415;2019-11-01;81,76
40793;941;2019-11-01;15,87
40845;348;2019-11-01;48,43
41046;992;2019-11-01;27,28
41064;284;2019-11-01;63,72
41157;881;2019-11-01;27,16
41230;493;2019-11-01;87,27
41245;97;2019-11-01;25,16
41245;98;2019-11-01;60,21
41245;99;2019-11-01;48,4
41286;125;2019-11-01;31,58
41355;613;2019-11-01;85,64
41437;197;2019-11-01;78,62
41509;1019;2019-11-01;6,96
41655;210;2019-11-01;8,59
41798;581;2019-11-01;14,86
41856;91;2019-11-01;129,38
41954;739;2019-11-01;102,56
42080;264;2019-11-01;47,95
42083;597;2019-11-01;14,92
42203;499;2019-11-01;39,96
42608;531;2019-11-01;20,88
42704;577;2019-11-01;85,71
42827;822;2019-11-01;54,57
42827;823;2019-11-01;57,49
42827;824;2019-11-01;23,73
42827;825;2019-11-01;37,07
42827;826;2019-11-01;104,7
42861;637;2019-11-01;11,69
42930;687;2019-11-01;20,85
42943;19;2019-11-01;22,68
42991;111;2019-11-01;116,93
43098;237;2019-11-01;103,31
43098;238;2019-11-01;120,65
43205;174;2019-11-01;9,57
43236;489;2019-11-01;122,13
43281;328;2019-11-01;88,64
43281;329;2019-11-01;170,32
43283;483;2019-11-01;111,04
43413;981;2019-11-01;29,33
43413;982;2019-11-01;71,14
43494;786;2019-11-01;117,04
43728;370;2019-11-01;81,91
43763;321;2019-11-01;103,04
43812;893;2019-11-01;32,2
43891;754;2019-11-01;63,44
44179;314;2019-11-01;80,95
44179;315;2019-11-01;21,94
44179;316;2019-11-01;18,27
44227;214;2019-11-01;13,92
44246;401;2019-11-01;23
44384;146;2019-11-01;55,76
44417;852;2019-11-01;63,24
44446;665;2019-11-01;9,53
44468;758;2019-11-01;76,71
44488;141;2019-11-01;76,1
44488;142;2019-11-01;107,06
44488;143;2019-11-01;30,54
44757;134;2019-11-01;66,41
44803;10;2019-11-01;73,93
44803;11;2019-11-01;121,84
44803;12;2019-11-01;82,17
44803;13;2019-11-01;51,6
44803;14;2019-11-01;52,65
44821;984;2019-11-01;10,57
44887;964;2019-11-01;74,16
45073;766;2019-11-01;10,61
45083;256;2019-11-01;58,37
45422;404;2019-11-01;51,42
45440;364;2019-11-01;21,99
45446;871;2019-11-01;51,37
45487;872;2019-11-01;33,4
45561;28;2019-11-01;44,89
45675;270;2019-11-01;17,76
45675;271;2019-11-01;46,98
45690;854;2019-11-01;59,05
45740;987;2019-11-01;251,21
45746;108;2019-11-01;2,1
45746;109;2019-11-01;38,09
45746;110;2019-11-01;47,19
45748;705;2019-11-01;34,76
45820;876;2019-11-01;82,49
46055;536;2019-11-01;16,55
46080;47;2019-11-01;30,54
46729;633;2019-11-01;177,79
46732;923;2019-11-01;45,38
46756;1007;2019-11-01;19,47
46836;430;2019-11-01;46,59
46836;431;2019-11-01;77,44
46881;669;2019-11-01;56,81
46984;513;2019-11-01;74,89
46988;627;2019-11-01;11,9
46988;628;2019-11-01;45,82
47014;1054;2019-11-01;55,44
47045;890;2019-11-01;15,2
47111;892;2019-11-01;69,12
47226;819;2019-11-01;101,86
47285;902;2019-11-01;26,37
47285;903;2019-11-01;75,11
47324;551;2019-11-01;74,32
47344;8;2019-11-01;32,24
47344;9;2019-11-01;79,13
47368;679;2019-11-01;10,87
47403;611;2019-11-01;36,92
47403;612;2019-11-01;26,39
47532;290;2019-11-01;82,6
47539;1014;2019-11-01;38,03
47554;1017;2019-11-01;5,3
47554;1018;2019-11-01;37,31
47561;604;2019-11-01;103,55
47561;605;2019-11-01;175,89
47573;1020;2019-11-01;68,06
47573;1021;2019-11-01;11,28
47573;1022;2019-11-01;178,57
47573;1023;2019-11-01;21,4
47596;398;2019-11-01;17,34
47602;569;2019-11-01;111,54
47620;37;2019-11-01;31,48
47620;38;2019-11-01;100,36
47620;39;2019-11-01;144,1
47620;40;2019-11-01;134,54
47620;41;2019-11-01;81,64
47701;139;2019-11-01;29,78
47753;603;2019-11-01;115,2
47836;1064;2019-11-01;79,74
47925;490;2019-11-01;33,67
48004;391;2019-11-01;50,14
48086;381;2019-11-01;47,8
48115;298;2019-11-01;39,43
48151;957;2019-11-01;93,34
48329;595;2019-11-01;69,5
48412;921;2019-11-01;13,01
48514;1034;2019-11-01;53,11
48585;942;2019-11-01;94,99
48659;774;2019-11-01;19,77
48713;236;2019-11-01;29,32
48720;784;2019-11-01;11,4
48779;140;2019-11-01;76,18
48905;761;2019-11-01;27,16
49021;562;2019-11-01;27,73
49027;836;2019-11-01;58,75
49029;870;2019-11-01;62,5
49091;1091;2019-11-01;49,47
49244;1072;2019-11-01;35,79
49409;935;2019-11-01;285,26
49426;289;2019-11-01;73,47
49433;671;2019-11-01;41,15
49438;877;2019-11-01;112,52
49438;878;2019-11-01;131,64
49533;56;2019-11-01;128,32
49540;614;2019-11-01;35,14
49598;359;2019-11-01;18,69
49624;295;2019-11-01;53,93
49624;296;2019-11-01;68,56
49708;368;2019-11-01;41,84
49824;931;2019-11-01;61,14
49914;112;2019-11-01;46,61
49954;905;2019-11-01;67,5
50411;448;2019-11-01;9,67
50411;449;2019-11-01;13,86
50489;456;2019-11-01;36,27
50510;208;2019-11-01;58,79
50582;44;2019-11-01;121,99
50704;593;2019-11-01;15,13
50707;735;2019-11-01;80,43
50824;15;2019-11-01;49,87
50919;668;2019-11-01;146,09
51061;988;2019-11-01;5,93
51338;1067;2019-11-01;46,7
51341;164;2019-11-01;52,97
51397;330;2019-11-01;45,96
51495;338;2019-11-01;68,23
51578;582;2019-11-01;24,43
51661;821;2019-11-01;143,28
51670;999;2019-11-01;14,39
51670;1000;2019-11-01;70,33
51760;684;2019-11-01;109,99
52090;1027;2019-11-01;40,27
52119;151;2019-11-01;13,7
52119;152;2019-11-01;15,46
52137;345;2019-11-01;81,32
52137;346;2019-11-01;36,64
52211;652;2019-11-01;19,19
52222;598;2019-11-01;85,65
52494;1092;2019-11-01;96,39
